MMS ID (System Identifier),ISBN,OCLC (System Identifier),Author or Editor,Title,Publisher,Physical Description,Topical Subjects,Geographical Subjects,Personal Name Subjects,Corporate Body Subjects,Event/Conference Subjects,Title Subjects
991001269799704000,9780071822039,900542983,"Hademenos, George J., author.","McGraw-Hill Education MCAT : biological and biochemical foundations of living systems : 2015 / George J. Hademenos, PhD [and six others].","New York : McGraw-Hill Education, [2015]","xxiii, 232 pages : illustrations (some color) ; 28 cm",Biology--Examinations--Study guides; Medical colleges--United States--Entrance examinations--Study guides; Medical College Admission Test--Study guides.,,,,,
991001119859704000,9780071825610,894344800,"Hademenos, George J., author.","McGraw-Hill Education MCAT behavioral and social sciences & critical analysis 2015 / George J. Hademenos, PhD [and 6 others].","New York : McGraw-Hill Education, 2015.","xxv, 241 pages : illustrations ; 28 cm.",Psychology--Examinations--Study guides; Social sciences--Examinations--Study guides; Medical colleges--United States--Entrance examinations--Study guides; Medical College Admission Test--Study guides.,,,,,
991001300889704000,9780071824415,902701518,"Hademenos, George J., author.",MCAT : 2 full-length practice tests / George J. Hademenos [and six others].,"New York : McGraw-Hill Education, 2015.","xxvii, 276 pages : illustrations ; 28 cm.","Medical colleges--United States--Entrance examinations--Study guides; Medicine--Examinations, questions, etc; Medical College Admission Test--Study guides.",,,,,
991001640669704000,1259583813,913924465,"Hademenos, George J., author.; McCloskey Campbell, Candice, author; Murphree, S. Shaun, author; Wachholtz, Amy B., author; Warner, Jennifer M., author; Zahler, Kathy A., author; Evangelist, Thomas A., contributor.","McGraw-Hill Education MCAT 2016 : 2 full-length practice tests / George J. Hademenos, Candice McCloskey Campbell, Shaun Murphree, Amy B. Wachholtz, Jennifer M. Warner, Kathy A. Zahler ; Thomas A. Evangelist, contributor.","New York : McGraw-Hill Education, [2016]","xxvii, 252 pages : illustrations (some color) ; 28 cm","Medical colleges--United States--Entrance examinations--Study guides; Medical College Admission Test--Study guides; Medicine--Examinations, questions, etc.",,,,,
991002040089704000,9781259588372,936357567,"Hademenos, George J., author.; McCloskey Campbell, Candice; Murphree, Shaun.","MCAT chemical and physical foundations of biological systems, 2016 / George J. Hademenos, PhD, Candice McCloskey Campbell, PhD, Shaun Murphree, PhD, Amy B. Wachholtz, PhD, Jennifer M. Warner, PhD, Kathy A. Zahler, MS.","New York : McGraw-Hill Education, [2016]","xxiii, 402 pages : illustration ; 28cm.","Medical colleges--United States--Entrance examinations--Study guides; Medical College Admission Test--Study guides; Medicine--Examinations, questions, etc.",,,,,
991010879283904000,3319713205,1007067785,"Hadžikadić, Mirsad, editor; Avdaković, Samir editor.","Advanced Technologies, Systems, and Applications II : proceedings of the International Symposium on Innovative and Interdisciplinary Applications of Advanced Technologies (IAT) / Mirsad Hadžikadić, Samir Avdaković, editors.","Cham, Switzerland : Springer, 2018.",xiii; 1203 pages 24cm.,Systems engineering--Congresses; Electric power production; Computational intelligence.,,,,,
991011412842404000,9783030882952,1295113359,"Hammelman, Colleen, author.",Greening cities by growing food : a political ecology analysis of urban agriculture in the Americas / Colleen Hammelman.,"Cham, Switzerland : Springer, 2022.","viii, 116 pages : illustrations ; 24 cm",Urban agriculture--America; Sustainable urban development; Urban agriculture--Political aspects--America; Urban gardening--America; Urban ecology (Sociology)--America; Local government and environmental policy--America.,,,,,
991002600719704000,9780807758137,960762437,"Hancock, Dawson R., author.; Algozzine, Robert, author.","Doing case study research : a practical guide for beginning researchers / Dawson R. Hancock, Bob Algozzine.","New York : Teachers College Press, [2017]","xi, 116 pages ; 23 cm",Education--Research--Methodology; Education--Research--Case studies; Case method.,,,,,
991011355330204000,9780807765869,1276793754,"Hancock, Dawson R., author.; Algozzine, Robert, author; Lim, Jae Hoon, author.","Doing case study research : a practical guide for beginning researchers / Dawson R. Hancock, Bob Algozzine, Jae Hoon Lim.","New York : Teachers College Press, [2021]","xiii, 129 pages ; 23 cm",Education--Research--Methodology; Education--Research--Case studies; Case method.,,,,,
991001270619704000,9781623968229,900558912,"Hancock, Stephen D., editor, author; Allen, Ayana, editor, author; Lewis, Chance W. (Chance Wayne), 1972- editor, author.","Autoethnography as a lighthouse : illuminating race, research, and the politics of schooling / edited by Stephen D. Hancock, Ayana Allen, Chance W. Lewis.","Charlotte, NC : Information Age Publishing, Inc., [2015]","vi, 186 pages : illustrations ; 24 cm.",Ethnology--Biographical methods; Ethnology--Authorship; Minorities in higher education--United States; African American women scholars--Social aspects; African American scholars; Hispanic American scholars.,,,,,
991002842699704000,9781681236476,973878732,"Hancock, Stephen D., editor; Warren, Chezare A., editor.","White women's work : examining the intersectionality of teaching, identity, and race / edited by Stephen D. Hancock and Chezare A. Warren.","Charlotte, N.C. : Information Age Publishing, Inc., [2017]","xiii, 206 pages ; 24 cm.","Women teachers, White--United States; Multicultural education--United States; White people--Race identity--United States; Sexism in education--United States; Race awareness--United States.",,,,,
991011024286304000,9781516512461,1002306362,"Harris, Felecia D, author.","What color are your jellybeans? : intersections of generation, race, sex, culture, and gender / by Felecia Carter Harris, Ed.D., University of North Carolina - Charlotte.","[San Diego, Calif.] : Cognella Academic Publishing, [2017]","xiv, 159 pages ; 26 cm",Cultural pluralism; Intersectionality (Sociology),,,,,
991000568879704000,9780719079191,872706073,"Hartley, A. J. (Andrew James), author.",Julius Caesar / Andrew James Hartley.,"Manchester ;$aNew York : Manchester University Press ;$aNew York : Distributed in the United States exclusively by Palgrave Macmillan, 2014.","xi, 258 pages : illustrations ; 23 cm.",,,"Shakespeare, William, 1564-1616. Julius Caesar; Shakespeare, William, 1564-1616--Stage history; Shakespeare, William, 1564-1616--Criticism and interpretation",,,
991002591349704000,9781474220378,960220105,"Hartley, A. J. (Andrew James), author.",Julius Caesar : a critical reader / Andrew James Hartley.,"London : Bloomsbury Arden Shakespeare, 2016.","xiv, 281 pages ; 20 cm.",,,"Shakespeare, William, 1564-1616. Julius Caesar; Shakespeare, William, 1564-1616--Criticism and interpretation",,,
991010871889404000,9781107171725,990970014,"Hartley, A. J. (Andrew James), editor.",Shakespeare and millennial fiction / edited by Andrew James Hartley.,"Cambridge, United Kingdom ; New York : Cambridge University Press, 2018.","xi, 265 pages ; 24 cm",Fiction--21st century--History and criticism.,,"Shakespeare, William, 1564-1616--In literature; Shakespeare, William, 1564-1616--InfluenceShakespeare, William, 1564-1616--Adaptations--History and criticism",,,
991000953129704000,9781107048553,890011344,"Hartley, A. J. (Andrew James), editor.",Shakespeare on the university stage / edited by Andrew James Hartley.,"New York : Cambridge University Press, 2015.","xii, 292 pages : illustrations ; 24 cm",College and school drama--History and criticism.,,"Shakespeare, William, 1564-1616--Dramatic production; Shakespeare, William, 1564-1616--Stage history",,,
991011276145104000,9781350107748,1156421910,"Hartley, A. J. (Andrew James), editor; Holland, Peter, 1951- editor.",Shakespeare and geek culture / edited by Andrew James Hartley and Peter Holland.,"London, UK ; New York, NY : The Arden ShakespeareBloomsbury Pubishing Plc, 2021.","xvi, 317 pages : illustrations ; 23 cm",Popular culture and literature.,,"Shakespeare, William, 1564-1616--Influence; Shakespeare, William, 1564-1616--Appreciation",,,
991010924587804000,9780674972315,1020311612,"Haynes, Christine, 1970-, author.",Our friends the enemies : the occupation of France after Napoleon / Christine Haynes.,"Cambridge, Massachusetts : Harvard University Press, 2018.","404 pages : illustrations, maps ; 25 cm","Napoleonic Wars, 1800-1815--Peace; Military occupation.","France--History--Restoration, 1814-1830.;France--History--Louis XVIII, 1814-1824.;France--Foreign relations--1814-1830.",,,,
991011013281804000,9781522580096,1083152193,"Heafner, Tina L., editor; Hartshorne, Richard, 1971- editor; Thripp, Richard, editor.","Handbook of research on emerging practices and methods for K-12 online and blended learning / Tina Lane Heafner, Richard Hartshorne, and Richard Thripp, editors.","Hershey PA : Information Science Reference, [2019]",xxxviii; 608 pages 29cm.,Computer-assisted instruction; Blended learning; Educational technology.,,,,,
991000698589704000,9781466663831,880239289,"Heafner, Tina L; Hartshorne, Richard, 1971-;Petty, Teresa M.","Exploring the effectiveness of online education in K-12 environments / Tina L. Heafner, Richard Hartshorne, Teresa Petty, [editors].","Hershey, PA : Information Science Reference, [2015]","xxxiii, 481 pages ; 29 cm.","Distance education--United States--Computer-assisted instruction; Internet in education--United States; Web-based instruction--United States; Education, Elementary--Effect of technological innovations on--United States; Education, Secondary--Effect of technological innovations on--United States.",,,,,
991002830149704000,9781438466392,973199429,"Heberlig, Eric S., 1970-, author.; Leland, Suzanne M., 1971- author; Swindell, David, 1966- author.","American cities and the politics of party conventions / Eric S. Heberlig, Suzanne M. Leland, and David Swindell.","Albany, NY : State University of New York Press, [2017]","ix, 243 pages : illustrations ; 24 cm",Political conventions--United States--Planning; Political conventions--Social aspects--United States; City planning--United States.,,,,,
991011389008904000,9780811739979,1249709140,"Hippensteel, Scott, 1969-, author.","Myths of the Civil War : the fact, fiction and science behind the Civil War's most told stories / Scott Hippensteel.","Guilford, Connecticut : Stackpole Books, [2021]",pages cm,Ballistics--Case studies.,"United States--History--Civil War, 1861-1865--Historiography.;United States--Armed Forces--Firearms--History--19th century.;United States--History--Civil War, 1861-1865--Equipment and supplies.;United States--History--Civil War, 1861-1865--Miscellanea.;United States--History--Errors, inventions, etc.",,,,
991010986789804000,3030008762,1048947771,"Hippensteel, Scott., author.",Rocks and rifles : the influence of geology on combat and tactics during the American Civil War / Scott Hippensteel.,"Cham, Switzerland, Springer, 2019.",,Military geology.,"United States--History--Civil War, 1861-1865.",,,,
991011542106804000,9780816547029,1304812787,"Hoenes del Pinal, Eric, 1975-, author.",Guarded by two jaguars : a Catholic parish divided by language and faith / Eric Hoenes del Pinal.,"Tucson : The University of Arizona Press, [2022]","xiii, 257 pages ; 24 cm",Kekchi Indians--Religion; Catholics--Religious identity--Guatemala--CobaÌn; Kekchi Indians--Social life and customs.,,,,,
991000829669704000,761864326,883647177,"Holloway, Vanessa A., author.",Getting away with murder : the twentieth-century struggle for civil rights in the U.S. Senate / Vanessa A. Holloway.,"Lanham, Maryland : University Press of America, Inc., [2015]","ix, 111 pages ; 23 cm",Civil rights--United States--History; Legislators--United States; African Americans--Civil rights--History.,,,United States. Congress. Senate,,
991001557029704000,9781612058528,910622066,"Hopcroft, Rosemary L. (Rosemary Lynn), 1962-",Evolution and gender : why it matters for contemporary life / Rosemary L. Hopcroft.,"New York ; London : Routledge, Taylor & Francis Group, 2016.","xii, 253 pages ; 23 cm",Sex differences (Psychology); Sex role; Women--Evolution; Human evolution.,,,,,
991006991599704000,9781594518010,471806023,"Hopcroft, Rosemary L. (Rosemary Lynn), 1962-",Sociology : a biosocial introduction / Rosemary L. Hopcroft.,"Boulder : Paradigm Publishers, Â©2010.","xxxiii, 362 pages : illustrations, maps ; 24 cm",Sociology; Sociobiology.,,,,,
991010840050404000,9780190299323,993134196,"Hopcroft, Rosemary L. (Rosemary Lynn), 1962- editor.","The Oxford handbook of evolution, biology, and society / edited by Rosemary L. Hopcroft.","New York, NY : Oxford University Press, [2018]","xvii, 681 pages : illustrations; 26 cm.","Sociobiology--Handbooks, manuals, etc.",,,,,
991011170885804000,9781108482356,1100450513,"Hull, Gordon, 1972-, author.",The biopolitics of intellectual property : regulating innovation and personhood in the information age / Gordon Hull.,"Cambridge, United Kingdom ; New York, NY, USA : Cambridge University Press, 2019.","viii, 223 pages ; 24 cm",Intellectual property--Philosophy; Biopolitics--Philosophy.,,,,,
991011294183704000,9781936970681,1164348772,"Hutchcraft, Allison, author.",Swale / Allison Hutchcraft.,"Kalamazoo, MI : Western Michigan University, 2020.",113 pages ; 22 cm.,,,,,,
991001844409704000,9781138806962,924681725,"Hutchison, Charles B.","Experiences of immigrant professors : cross-cultural differences, challenges, and lessons for success / edited by Charles B. Hutchison.","New York : Routledge, [2016]","xi, 270 pages ; 24 cm.","College teachers, Foreign--Cross-cultural studies; College teaching--Cross-cultural studies.",,,,,
991002866779704000,9781284112115,974953174,"Issel, L. Michele, author.; Wells, Rebecca, 1966- author.","Health program planning and evaluation : a practical, systematic approach for community health / L. Michele Issel, Rebecca Wells.","Burlington, MA : Jones & Bartlett Learning, [2018]","xxviii, 428 pages ; 23 cm",Health promotion--Planning; Health promotion--Evaluation; Health planning--Methodology; Community health services--United States--Planning; Community health services--United States--Evaluation.,,,,,
991009252149704000,9781284021042,809310108,"Issel, L. Michele.","Health program planning and evaluation : a practical, systematic approach for community health / L. Michele Issel.","Burlington, MA : Jones & Bartlett Learning, Â©2014.","xxxix, 573 pages : illustrations ; 23 cm",Health promotion--Planning; Health promotion--Evaluation; Health planning--Methodology; Community health services--United States--Planning; Community health services--United States--Evaluation.,,,,,
991011467846604000,1476674183,1285771938,"Jackson, Kathy Merlock, 1955- editor; West, Mark I., editor.",Storybook worlds made real : essays on the places inspired by children's narratives / edited by Kathy Merlock Jackson and Mark I. West.,"Jefferson, North Carolina : McFarland & Company, Inc., Publishers, 2022.",282 pages : illustrations ; 23 cm,Imaginary places in literature; Themed environments; Children's literature--History and criticism.,,,,,
991000804369704000,9780786472321,882191848,"Jackson, Kathy Merlock, 1955- editor; West, Mark I., editor.","Walt Disney, from reader to storyteller : essays on the literary inspirations / edited by Kathy Merlock Jackson and Mark I. West.","Jefferson, North Carolina : McFarland & Company, Inc., Publishers, [2015]","viii, 227 pages ; 23 cm",,,"Disney, Walt, 1901-1966--Criticism and interpretation; Disney, Walt, 1901-1966--Knowledge--Literature",,,
991010942085004000,9781476664552,1039611642,"Jackson, Kathy Merlock, 1955- editor; West, Mark I., editor.",Shapers of American childhood : essays on visionaries from I. Frank Baum to Dr. Spock to J.K. Rowling / edited by Kathy Merlock Jackson and Mark I. West.,"Jefferson, North Carolina : McFarland & Company, Inc., [2018]",viii; 278 pages 23cm.,Children--United States--Social conditions--20th century; Children--United States--Social conditions--21st century; Children's literature--History and criticism; Child rearing--United States--History.,,,,,
991011151889704000,9781478006640,1083458562,"James, Robin, 1978-, author.","The sonic episteme : acoustic resonance, neoliberalism, and biopolitics / Robin James.","Durham ; London : University Press, 2019.","viii, 245 pages ; 24 cm",Music--Social aspects--History--21st century; Music--Political aspects--History--21st century.,,,,,
991011020189604000,9780813593791,1044773071,"Johnson, Bethany L., 1981-, author.; Quinlan, Margaret M., author.","You're doing it wrong! : mothering, media, and medical expertise / Bethany L. Johnson, Margaret M. Quinlan.","New Brunswick, New Jersey : Rutgers University Press, [2019]","viii, 259 pages : illustrations : 23 cm",Motherhood; Child rearing; Medical care; Social media.,,,,,
991001037899704000,9781137469861,891610566,"Johnson, David A., 1965-, author.","New Delhi : the last imperial city / David A. Johnson, University of North Carolina, Charlotte, USA.","Houndmills, Basingstoke, Hampshire ; New York, NY : Palgrave Macmillan, 2015.","xv, 261 pages : illustrations, maps ; 23 cm.",Imperialism--Social aspects--India--New Delhi--History--20th century; Politics and culture--India--New Delhi--History--20th century; Public spaces--India--New Delhi--History--20th century; Architecture--Political aspects--India--New Delhi--History--20th century; Social change--India--History--20th century.,"New Delhi (India)--History--20th century.;New Delhi (India)--Colonial influence--History--20th century.;New Delhi (India)--Social life and customs--20th century.;New Delhi (India)--Economic conditions--20th century.;India--History--British occupation, 1765-1947.",,,,
991001292709704000,9781472416193,902599177,"Kanaroglou, Pavlos; Delmelle, Eric; PaÌez, Antonio.","Spatial analysis in health geography / edited by Pavlos Kanaroglou, McMaster University, Canada, Eric Delmelle, University of North Carolina at Charlotte, USA, Antonio PaÌez, McMaster University, Canada.","Farnham, Surrey, UK, England ; Burlington, VT, USA : Ashgate, [2015]","xxii, 321 pages : illustrations, maps ; 24 cm.",Medical geography--Statistical methods.,,,,,
991011540391904000,1666741868,1347784210,"Kaplan, Laura Duhan, author.","Shechinah, bring me home! : Kabbalah and the Omer in real life / Laura Duhan-Kaplan.","Eugene, Oregon : Cascade Books, 2022.","x, 135 pages ; 22 cm",Cabala; Sefirah period; Meditation--Jewish; Mysticism--Judaism.,,,,,
991011325651104000,9781725259058,1255214360,"Kaplan, Laura Duhan, author.",Mouth of the donkey : re-imagining biblical animals / Laura Duhan-Kaplan.,"Eugene, Oregon : Cascade Books, an imprint of Wipf and Stock Publishers, [2021]","ix, 84 pages ; 22 cm",Animals in the Bible; Nature in the Bible; Spiritual life--Judaism; Jewish way of life; Zoology--Palestine.,,,,,
991011258687804000,9781532633300,1154555811,"Kaplan, Laura Duhan, editor; Maier, Harry O., 1959- editor.",Encountering the other : Christian and multifaith perspectives / edited by Laura Duhan-Kaplan and Harry O. Maier.,"Eugene, Oregon : Pickwick Publications, [2020]","xxi, 245 pages ; 23 cm.",Christianity and other religions.,,,,,
991010871889304000,9780814254707,1002677345,"Kashtan, Aaron, author.","Between pen and pixel : comics, materiality, and the book of the future / Aaron Kashtan.","Columbus : The Ohio State University Press, [2018]","xi, 210 pages : illustrations ; 23 cm.","Comic books, strips, etc.--History and criticism; Digital media; Material culture; Cartooning--Technique; Webcomics; Cartoonists--Comic books, strips, etc.",,,,,
991011256813704000,9780367373856,1122882700,"KatoÌ„, Fumie, author.; Spring, Ryan E., editor.",Strategies for growing and enhancing university-level Japanese programs / Fumie Kato ; Ryan E. Spring (editor).,"Abingdon, Oxon ; New York, NY : Routledge, an imprint of the Taylor & Francis Group, 2020.","x, 117 pages : illustrations (black and white) ; 24 cm",Japanese language--Study and teaching (Higher); Second language acquisition--Study and teaching (Higher); Language and languages--Study and teaching (Higher),,,,,
991002175069704000,9781138919112,945885001,"Kellermanns, Franz W., editor; Hoy, Frank, editor.",The Routledge companion to family business / edited by Franz Kellermanns and Frank Hoy.,"New York : Routledge,Taylor & Francis Group, 2017.","xxix, 611 pages ; 26 cm",Family-owned business enterprises; Family corporations.,,,,,
991011508029704000,9781316511466,1296530117,"Kello, John E., author.; Allen, Joseph A., 1981- author.","The burned out physician : managing the stress and reducing the errors / John E. Kello, Joseph A. Allen.","Cambridge ; New York, NY : Cambridge University Press, 2022.",222 pages ; 23 cm,Physicians--Job stress; Physicians--Mental health; Health services administration.,,,,,
991010874978104000,9781433147906,1031408848,"Kelly, Casey Ryan, 1979- editor; Black, Jason Edward, editor.","Decolonizing Native American rhetoric : communicating self-determination / Casey Ryan Kelly and Jason Edward Black, editors.","New York : Peter Lang, [2018]","xvii, 351 pages : illustrations ; 23 cm.",Indians of North America--Government relations; Decolonization; Rhetoric; Indians of North America--Politics and government.,,,,,
991000367529704000,9780199747108,864709556,"Kelly, Michael, 1953- editor.","Encyclopedia of aesthetics / Michael Kelly, editor in chief.","Oxford ; New York : Oxford University Press, [2014]",6 volumes : illustrations ; 29 cm,Aesthetics--Encyclopedias.,,,,,
991011305589804000,9781506368009,1233300611,"Kilmer, Ryan P., editor; Cook, James R., editor.","The practice of evaluation : Partnership approaches for community change / editors, Ryan P. Kilmer, James R. Cook.","Thousand Oaks, California : SAGE Publications, Inc., [2021]","xxiv, 376 pages : illustrations ; 26 cm",Community development--Evaluation; Community leadership.,,,,,
991011472537404000,9780367410469,1265457060,"Kim, Kyoung Hee, author.",Microalgae building enclosures : design and engineering principles / Kyoung Hee Kim.,"New York, NY : Routledge, 2022.","xvii, 253 pages : illustrations (colour) ; 26 cm",Facades--Materials; Microalgae; Algae as building materials; Biofilms; Sustainable buildings--Materials; Buildings--Energy conservation; Sustainable architecture.,,,,,
991002761839704000,9781625310736,967791098,"Kissel, Brian, author.","When writers drive the workshop : honoring young voices and bold choices, K-5 / Brian Kissel ; foreword by Aimee Buckner.","Portland, Maine : Stenhouse Publishers, [2017]","x, 186 pages ; 24 cm",English language--Composition and exercises--Study and teaching (Elementary); Writers' workshops.,,,,,
991011329091104000,3110745410,1245345602,"Klibanov, M. V. (Michael V.), author.; Jingzhi, Li, author.","Inverse problems and Carleman estimates : global uniqueness, global convergence and experimental data / Michael V. Klibanov, Jingzhi Li.","Berlin : De Gruyter, 2021.",325 pages : illustrations ; 25 cm.,Inverse problems (Differential equations)--Numerical solutions; Carleman theorem.,,,,,
991011478646704000,1685075924,1303079430,"Klibanov, M. V. (Michael V.), author.; Li, Jingzhi, author.","Partial differential equations : theory, numerical methods and ill-posed problems / Michael V. Klibanov, and Jingzhi Li.","New York : Nova Science Publishers, 2022.","xii, 347 pages : illustrations (black and white) ; 23cm.","Differential equations--Textbooks; Differential equations, Partial.",,,,,
991011272689804000,1433830590,1145892871,"Kloos, Bret, author.; Hill, Jean (Jean Louise), author; Thomas, Elizabeth (Rubye Elizabeth), author; Case, Andrew D., author; Scott, Victoria C. (Victoria Chien), author; Wandersman, Abraham, author","Community psychology : linking individuals and communities / Bret Kloos, Jean Hill, Elizabeth Thomas, Andrew D. Case, Victoria C. Scott, Abraham Wandersman.","Washington, DC : American Psychological Association, [2021]","xxix, 599 pages : illustrations, 1 map ; 24 cm",Community psychology.,,,,,
991000477389704000,9780874219357,869526616,"Knoblauch, C. H.",Discursive ideologies : reading western rhetoric / C.H. Knoblauch.,"Logan : Utah State University Press, [2014]",208 pages ; 23 cm,Rhetoric--Philosophy; Rhetoric--Political aspects.,,,,,
991002333549704000,1137301708,951609193,"Kropf, Martha E., author.",Institutions and the right to vote in America / Martha E. Kropf.,"New York : Palgrave Macmillan, [2016]",197 pages ; illustrations ; 24 cm.,Elections--United States; Suffrage--United States.,,,,,
991001094799704000,9781483316291,893709414,"Lapp, Diane, author.; Wolsey, Thomas DeVere, author; Wood, Karen D., author.","Mining complex text, grades 2-5 : using and creating graphic organizers to grasp content and share new understandings / Diane Lapp, Thomas DeVere Wolsey, Karen Wood.","Thousand Oaks, California : Corwin Literacy, [2015]","xi, 166 pages : illustrations ; 28 cm","Graphic organizers--United States; Education, Elementary--United States--Graphic methods; Reading comprehension; Content area reading.",,,,,
991001214579704000,9781580442015,898408404,"Larkin, Peter, 1955- editor.",Richard Coer de Lyon / edited by Peter Larkin.,"Kalamazoo : Medieval Institute Publications, Western Michigan University, [2015]","vii, 287 pages ; 26 cm.","Crusades--Poetry; Romances, English.",,"Richard I, King of England, 1157-1199--Romances",,,Richard Coeur de Lion (Romance);
991002676879704000,9781472590466,963439176,"Laroche, Rebecca, author.; Munroe, Jennifer, author.",Shakespeare and ecofeminist theory / Rebecca Laroche and Jennifer Munroe.,"London ; New York, NY : Bloomsbury Arden Shakespeare, an imprint of Bloomsbury Publishing Plc, 2017.","xx, 195 pages ; 21 cm.",Ecofeminism in literature; Ecocriticism in literature; Sex role in literature.,,"Shakespeare, William, 1564-1616--Criticism and interpretation",,,
991010944388604000,,993611935,"Lassiter, Pamela S., editor; Buser, Trevor J., editor.","Annual review of addictions and offender counseling, volume III : best practices / edited by Pamela S. Lassiter & Trevor J. Buser.","Eugene, Oregon : Resource Publications, [2017]",221 pages ; 23 cm.,Criminals--Rehabilitation--United States; Drug addicts--Rehabilitation--United States; Drug addiction; Alcoholics--Rehabilitation--United States; Rehabilitation counseling.,,,,,
991002590759704000,9781506317335,960166643,"Lassiter, Pamela S., editor; Culbreth, John R., editor.","Theory and practice of addiction counseling / [edited by] Pamela S. Lassiter, John R. Culbreth.","Thousand Oaks, California : SAGE Publications, Inc., [2018]","xxv, 397 pages ; 24 cm",Substance abuse--Patients--Counseling of--Case studies.,,,,,
991011027023704000,9781476670034,1089840724,"Lauer, Emily, editor; Basu, Balaka, editor.",The Harry Potter generation : essays on growing up with the series / edited by Emily Lauer and Balaka Basu.,"Jefferson, North Carolina : McFarland & Company, Inc., [2019]","viii, 210 pages ; 23 cm","Fantasy fiction, English--History and criticism.",,"Rowling, J. K.--Criticism and interpretation; Potter, Harry (Fictitious character)",,,
991011006888504000,9781475846997,1051072784,"Leahy, Maria Marsella, author.; Shore, Rebecca, 1957- author.",Journeys of charter school creators : leadership for the long haul / Maria Marsella Leahy and Rebecca Ann Shore ; foreword by Terrence E. Deal ; preface by Guilbert C. Hentschke.,"Lanham, Maryland : Rowman & Littlefield, [2019]","xvi, 114 pages ; 24 cm",Charter schools--United States--Administration; Educational leadership--United States; School management and organization--United States.,,,,,
991000041459704000,9780820328706,852399960,"Leak, Jeffrey B., 1968-",Visible man : the life of Henry Dumas / Jeffrey B. Leak.,"Athens ; London : The University of Georgia Press, [2014]","xi, 195 pages, 10 unnumbered pages of plates : illustrations ; 24 cm","Authors, American--20th century--Biography; African American authors--Biography.","Sweet Home (Pulaski County, Ark.)--Biography.;Harlem (New York, N.Y.)","Dumas, Henry, 1934-1968",,,
991011544071804000,9781538112311,1336990423,"Leeman, Richard W., author.",To reach the nation's ear : a history of African American public speaking / Richard W. Leeman.,"Lanham : Rowman & Littlefield, [2023]","x, 241 pages : illustrations (black and white) ; 24 cm.","African Americans--History--Source; Speeches, addresses, etc., American--African American authors; Political oratory--United States--History.",,,,,
991000103879704000,9780415709514,855264268,"Leicht, Kevin T.; Fitzgerald, Scott T., author.","Middle class meltdown in America : causes, consequences, and remedies / Kevin T. Leicht and Scott T. Fitzgerald.","New York : Routledge/Taylor & Francis Group, 2014.","xv, 188 pages : illustrations ; 24 cm",Middle class--United States; Financial crises--United States; Consumer credit--United States.,United States--Economic conditions--2009-,,,,
991009634889704000,9780135113905,841186887,"Liu, Cheng, 1937-; Evett, Jack B., 1942-","Soils and foundations / Cheng Liu, Jack B. Evett, The University of North Carolina at Charlotte.","Boston : Pearson, [2014]","xii, 270 pages : illustrations ; 29 cm",Soil mechanics--Textbooks; Foundations--Textbooks.,,,,,
991011256480104000,9780822946106,1101972586,"Luckin, Bill, editor; Thorsheim, Peter, editor.","A mighty capital under threat : the environmental history of London, 1800-2000 / edited by Bill Luckin and Peter Thorsheim.","Pittsburgh, Pa. : University of Pittsburgh Press, [2020]","vi, 282 pages ; 24 cm.",Urbanization--England--London.,London (England)--Environmental conditions--19th century.;London (England)--Environmental conditions--20th century.,,,,
991000400709704000,9781421413594,865574845,"Luke, Bob.; Smith, John David, 1949-","Soldiering for freedom : how the Union army recruited, trained, and deployed the U.S. Colored Troops / Bob Luke & John David Smith.","Baltimore : Johns Hopkins University Press, [2014]","x, 131 pages : illustrations ; 24 cm.",African American soldiers--History--19th century.,"United States--History--Civil War, 1861-1865--Participation, African American.",,United States. Colored Troops;United States. Army--African American troops--History--19th century.,,
991000613119704000,9781623965891,876002631,"Ma, Wen; Wang, Chuang (College teacher)","Learner's privilege and responsibility : a critical examination of the experiences and perspectives of learners from Chinese backgrounds in the United States / edited by Wen Ma, Le Moyne College; Chuang Wang, University of North Carolina at Charlotte.","Charlotte, NC : INFORMATION AGE Publishing, Inc., [2014]","xiv, 254 pages ; 24 cm.",Chinese students--United States.,,,,,
991002888249704000,162705684X,978589461,"Maher, Mary Lou, author.; Lee, Lina, author.",Designing for gesture and tangible interaction / Mary Lou Maher and Lina Lee.,"[Willison, VT] : Morgan & Claypool Publishers, [2017]","xvii, 111 pages : color illustrations ; 24 cm.",Human-computer interaction; Ambient intelligence; Ubiquitous computing; Gesture--Data processing.,,,,,
991011024689304000,9780190490997,973733263,"Marks, Jonathan (Jonathan M.), 1955-","The alternative introduction to biological anthropology / Jonathan Marks, the University of North Carolina at Charlotte.","New York : Oxford University Press, 2018.","xix, 283 pages : illustrations ; 24 cm",Physical anthropology.,,,,,
991011328171104000,9781509547463,1203137372,"Marks, Jonathan (Jonathan M.), 1955-, author.",Why are there still creationists? : human evolution and the ancestors / Jonathan Marks.,"Cambridge, UK ; Medford, MA, USA : Polity Press, 2021.","xiv, 150 pages : illustrations ; 23 cm",Creationism; Evolution (Biology); Religion and science.,,,,,
991001385279704000,9780520285811,905419281,"Marks, Jonathan (Jonathan M.), 1955-, author.",Tales of the ex-apes : how we think about human evolution / Jonathan Marks.,"Oakland, California : University of California Press, [2015]","xiii, 220 pages : illustrations ; 21 cm",Social evolution; Human evolution.,,,,,
